day,hour,referrer,isMainConversion,isMicroConversion,spentTime,pageNum,score,visitId
Monday,odpoledne,Partners,false,false,dlouhaDoba,vice,1940,6800
Monday,podvecer,Fulltext,false,false,kratkaDoba,malo,193,4501
Friday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1769,3412
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,110,4743
Friday,vecer,Other,false,false,stredniDoba,malo,295,3533
Tuesday,odpoledne,Catalogue,false,false,kratkaDoba,malo,193,4864
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,2334
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,2455
Wednesday,vecer,Fulltext,false,false,kratkaDoba,vice,276,2576
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,1366
Thursday,poledne,OwnWebs,false,false,delsiDoba,vice,650,2697
Monday,podvecer,Fulltext,false,false,dlouhaDoba,malo,1192,6932
Thursday,podvecer,NA,false,false,kratkaDoba,malo,193,5722
Friday,poledne,Fulltext,false,false,kratkaDoba,malo,110,5843
Friday,poledne,NA,false,false,dlouhaDoba,vice,2201,3302
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,2359,4633
Friday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,5964
Saturday,odpoledne,NA,false,false,stredniDoba,malo,290,3676
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,110,2466
Monday,poledne,NA,false,false,stredniDoba,vice,414,1256
Monday,poledne,NA,false,false,stredniDoba,malo,295,6701
Monday,vecer,NA,false,false,dlouhaDoba,vice,1314,4523
Friday,poledne,NA,false,false,kratkaDoba,malo,110,5854
Friday,odpoledne,NA,false,true,kratkaDoba,malo,110,3313
Tuesday,vecer,NA,false,false,stredniDoba,malo,325,2103
Wednesday,vecer,Fulltext,false,false,dlouhaDoba,hodne,2089,2598
Monday,poledne,NA,false,false,dlouhaDoba,vice,2174,6712
Thursday,poledne,NA,false,false,dlouhaDoba,vice,2241,5502
Friday,odpoledne,NA,false,false,stredniDoba,vice,1028,3324
Wednesday,rano,NA,false,false,dlouhaDoba,vice,3828,2114
Friday,vecer,Other,false,false,kratkaDoba,malo,193,3566
Saturday,odpoledne,NA,false,false,dlouhaDoba,malo,1250,3698
Monday,poledne,NA,false,false,kratkaDoba,malo,193,1278
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,957,8901
Monday,poledne,NA,false,false,kratkaDoba,malo,172,6602
Thursday,odpoledne,Fulltext,false,false,stredniDoba,malo,223,7933
Thursday,poledne,Fulltext,false,false,delsiDoba,vice,1054,5513
Monday,odpoledne,NA,false,false,delsiDoba,vice,951,6844
Monday,vecer,NA,false,false,kratkaDoba,malo,110,6965
Thursday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,5755
Tuesday,podvecer,NA,false,false,dlouhaDoba,vice,1343,2004
Friday,odpoledne,NA,false,false,dlouhaDoba,hodne,3853,5997
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,172,4787
Monday,odpoledne,Other,false,false,delsiDoba,hodne,1395,8912
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,193,7702
Thursday,poledne,Fulltext,false,false,stredniDoba,malo,325,7823
Thursday,odpoledne,Catalogue,false,false,kratkaDoba,malo,172,7944
Monday,poledne,OwnWebs,false,false,kratkaDoba,malo,110,6734
Monday,odpoledne,Catalogue,false,false,kratkaDoba,malo,193,4314
Thursday,odpoledne,NA,false,false,stredniDoba,malo,223,5645
Monday,vecer,NA,false,false,kratkaDoba,malo,172,6976
Tuesday,odpoledne,NA,false,false,delsiDoba,vice,636,4798
Wednesday,odpoledne,NA,false,false,delsiDoba,vice,969,2389
Thursday,poledne,NA,true,false,delsiDoba,vice,770,7834
Monday,poledne,NA,false,false,dlouhaDoba,malo,712,6624
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,110,4204
Thursday,poledne,Fulltext,false,false,delsiDoba,vice,700,5535
Tuesday,rano,Fulltext,false,false,dlouhaDoba,malo,1412,6987
Friday,rano,Partners,false,false,kratkaDoba,malo,110,3115
Tuesday,rano,NA,false,false,stredniDoba,vice,435,4567
Friday,poledne,NA,false,false,kratkaDoba,malo,110,5898
Tuesday,podvecer,Fulltext,false,false,stredniDoba,vice,414,2026
Saturday,poledne,Fulltext,false,false,stredniDoba,vice,414,3599
Wednesday,odpoledne,Fulltext,true,false,stredniDoba,vice,640,9902
Wednesday,podvecer,NA,false,false,kratkaDoba,malo,110,7724
Wednesday,odpoledne,NA,false,false,delsiDoba,hodne,1339,5304
Thursday,odpoledne,Fulltext,false,false,delsiDoba,vice,748,7966
Thursday,poledne,Catalogue,false,false,stredniDoba,malo,223,5546
Thursday,odpoledne,NA,false,false,stredniDoba,malo,223,3005
Tuesday,rano,Fulltext,true,false,delsiDoba,malo,634,6998
Friday,rano,NA,false,false,dlouhaDoba,vice,2784,3126
Friday,poledne,Partners,false,false,dlouhaDoba,hodne,5312,3247
Wednesday,rano,NA,false,false,delsiDoba,vice,1267,2158
Friday,podvecer,Fulltext,false,false,kratkaDoba,vice,276,3489
Wednesday,poledne,Fulltext,false,false,dlouhaDoba,hodne,3075,2279
Monday,odpoledne,NA,false,false,stredniDoba,vice,603,8824
Sunday,odpoledne,NA,false,false,dlouhaDoba,hodne,1635,6404
Thursday,podvecer,Fulltext,false,false,dlouhaDoba,malo,1010,7977
Monday,rano,Fulltext,false,false,stredniDoba,malo,230,4105
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,193,4226
Tuesday,podvecer,NA,false,false,dlouhaDoba,vice,1544,2048
Sunday,odpoledne,Fulltext,false,false,stredniDoba,malo,295,6415
Thursday,poledne,Catalogue,false,false,delsiDoba,vice,782,7867
Monday,odpoledne,NA,false,false,kratkaDoba,malo,193,6778
Monday,poledne,Fulltext,false,false,dlouhaDoba,vice,1812,4237
Thursday,poledne,NA,false,false,delsiDoba,malo,530,5568
Monday,poledne,Fulltext,false,false,stredniDoba,malo,170,8725
Wednesday,odpoledne,NA,false,false,delsiDoba,vice,965,7636
Wednesday,odpoledne,NA,false,false,delsiDoba,hodne,1787,5216
Monday,rano,NA,false,false,kratkaDoba,malo,110,6547
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,172,6668
Thursday,podvecer,NA,false,false,kratkaDoba,malo,172,3038
Friday,rano,Fulltext,false,false,kratkaDoba,malo,110,3159
Tuesday,vecer,NA,false,false,dlouhaDoba,malo,952,7405
Wednesday,poledne,NA,false,false,delsiDoba,malo,791,5106
Wednesday,vecer,NA,true,false,stredniDoba,vice,629,7768
Monday,rano,OwnWebs,false,false,kratkaDoba,malo,110,6558
Sunday,podvecer,Fulltext,false,false,kratkaDoba,malo,193,4017
Monday,rano,Fulltext,false,false,stredniDoba,malo,170,4138
Sunday,podvecer,Fulltext,false,false,stredniDoba,malo,170,8505
Wednesday,poledne,NA,false,false,delsiDoba,malo,629,9836
Sunday,podvecer,Catalogue,false,false,delsiDoba,vice,585,6448
Monday,poledne,NA,false,false,kratkaDoba,malo,172,4149
Tuesday,podvecer,Fulltext,false,false,stredniDoba,malo,286,9605
Monday,rano,Other,false,false,delsiDoba,vice,945,8637
Monday,poledne,NA,false,false,kratkaDoba,malo,110,8758
Saturday,podvecer,NA,false,false,kratkaDoba,malo,193,6217
Wednesday,odpoledne,NA,false,false,delsiDoba,vice,1194,7669
Wednesday,poledne,NA,false,false,dlouhaDoba,hodne,2828,5128
Sunday,podvecer,Fulltext,false,false,dlouhaDoba,vice,2026,6459
Sunday,odpoledne,Fulltext,false,false,stredniDoba,malo,290,8406
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,7317
Monday,poledne,Fulltext,false,false,stredniDoba,vice,850,8648
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,294,9979
Wednesday,rano,Catalogue,false,false,delsiDoba,vice,1065,7438
Monday,poledne,NA,false,false,stredniDoba,malo,426,8769
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,172,6349
Tuesday,odpoledne,NA,true,false,delsiDoba,vice,735,9506
Tuesday,podvecer,Fulltext,false,false,delsiDoba,vice,932,9627
Wednesday,rano,NA,false,false,stredniDoba,vice,405,9748
Wednesday,poledne,Fulltext,false,false,delsiDoba,malo,350,9869
Monday,poledne,Other,false,false,dlouhaDoba,hodne,3646,8659
Tuesday,odpoledne,Partners,false,false,stredniDoba,vice,669,9517
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,malo,350,7218
Saturday,rano,Fulltext,false,false,dlouhaDoba,vice,2342,6129
Tuesday,odpoledne,NA,false,false,dlouhaDoba,hodne,4561,9407
Tuesday,odpoledne,NA,true,false,dlouhaDoba,vice,1675,9528
Saturday,vecer,Other,false,false,delsiDoba,hodne,1823,8318
Friday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,2631,6019
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,170,9539
Tuesday,poledne,Fulltext,false,false,stredniDoba,malo,170,7119
Tuesday,poledne,Partners,false,false,kratkaDoba,malo,110,9308
Saturday,odpoledne,Fulltext,false,false,delsiDoba,vice,872,8219
Tuesday,rano,NA,false,false,dlouhaDoba,vice,1069,7009
Tuesday,poledne,Fulltext,false,false,delsiDoba,vice,965,9319
Tuesday,poledne,OwnWebs,false,false,stredniDoba,malo,223,9209
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,170,1971
Tuesday,poledne,Fulltext,false,false,delsiDoba,vice,719,1740
Thursday,poledne,Catalogue,false,false,stredniDoba,malo,223,2840
Tuesday,rano,Fulltext,false,false,kratkaDoba,malo,110,1630
Tuesday,poledne,Catalogue,true,false,delsiDoba,hodne,1528,1751
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,110,2730
Tuesday,rano,Fulltext,false,false,dlouhaDoba,vice,1365,1641
Sunday,poledne,NA,false,false,delsiDoba,vice,1146,3830
Sunday,odpoledne,Fulltext,false,false,stredniDoba,malo,170,3951
Monday,odpoledne,Fulltext,false,false,stredniDoba,vice,714,1410
Thursday,poledne,NA,false,false,kratkaDoba,malo,193,2741
Tuesday,poledne,NA,false,false,stredniDoba,vice,599,1773
Saturday,podvecer,Fulltext,false,false,dlouhaDoba,malo,1105,3720
Wednesday,podvecer,NA,false,false,stredniDoba,malo,352,2510
Sunday,odpoledne,Other,false,false,delsiDoba,vice,609,3962
Thursday,odpoledne,NA,true,false,delsiDoba,vice,764,2873
Thursday,odpoledne,NA,true,false,stredniDoba,malo,352,2994
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,110,1784
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,172,4930
Monday,poledne,NA,false,false,kratkaDoba,vice,243,1311
Thursday,rano,Fulltext,false,false,stredniDoba,malo,230,2642
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,110,3973
Monday,odpoledne,NA,false,false,kratkaDoba,malo,193,1432
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,110,2763
Thursday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1389,2884
Tuesday,poledne,NA,false,false,dlouhaDoba,hodne,4893,1795
Saturday,poledne,OwnWebs,false,false,stredniDoba,vice,537,3610
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,193,2411
Wednesday,podvecer,Other,false,false,dlouhaDoba,hodne,3861,2532
Monday,odpoledne,Fulltext,true,false,delsiDoba,vice,1485,1443
Thursday,poledne,NA,false,false,stredniDoba,vice,566,2774
Thursday,odpoledne,NA,true,false,delsiDoba,vice,851,2895
Tuesday,poledne,Partners,false,false,delsiDoba,vice,836,1685
Tuesday,poledne,Partners,false,false,stredniDoba,malo,230,4710
Saturday,poledne,Fulltext,false,false,kratkaDoba,malo,110,3621
Wednesday,poledne,NA,false,false,stredniDoba,vice,524,2302
Saturday,poledne,Fulltext,false,false,kratkaDoba,malo,110,3633
Wednesday,odpoledne,NA,false,false,dlouhaDoba,vice,1173,2423
Saturday,podvecer,NA,false,false,dlouhaDoba,vice,1767,3754
Sunday,odpoledne,NA,false,false,delsiDoba,vice,1471,3875
Thursday,rano,Fulltext,false,false,dlouhaDoba,malo,1345,2665
Sunday,podvecer,Fulltext,false,false,delsiDoba,vice,837,3996
Tuesday,poledne,NA,false,false,delsiDoba,vice,906,1697
Tuesday,rano,NA,false,false,stredniDoba,malo,223,4601
Saturday,odpoledne,Partners,false,false,stredniDoba,malo,341,3644
Monday,poledne,NA,false,false,kratkaDoba,malo,110,1224
Monday,poledne,Partners,false,false,delsiDoba,vice,729,1345
Monday,vecer,NA,false,false,dlouhaDoba,hodne,2355,1587
Friday,podvecer,NA,false,false,kratkaDoba,malo,110,3523
Tuesday,odpoledne,Catalogue,false,false,stredniDoba,malo,325,4854
Saturday,vecer,Fulltext,false,false,delsiDoba,vice,1363,3776
Monday,odpoledne,Catalogue,false,false,kratkaDoba,malo,172,1477
Monday,podvecer,Fulltext,false,false,delsiDoba,vice,996,6922
Thursday,odpoledne,Fulltext,true,false,kratkaDoba,vice,425,5712
Friday,odpoledne,Fulltext,false,false,stredniDoba,vice,327,3413
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,290,4865
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,435,2335
Tuesday,vecer,NA,false,false,stredniDoba,malo,325,4997
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,230,2456
Saturday,vecer,Fulltext,false,false,dlouhaDoba,hodne,5796,3787
Monday,odpoledne,Other,false,false,kratkaDoba,malo,110,6812
Friday,odpoledne,Fulltext,false,false,delsiDoba,malo,731,5965
Friday,odpoledne,NA,false,false,stredniDoba,vice,426,3424
Wednesday,odpoledne,Other,false,false,stredniDoba,malo,223,2346
Monday,poledne,Fulltext,false,false,stredniDoba,malo,325,1257
Thursday,odpoledne,NA,false,false,kratkaDoba,vice,276,5613
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1296,4403
Tuesday,poledne,NA,false,false,kratkaDoba,malo,161,4645
Tuesday,vecer,Fulltext,false,false,kratkaDoba,malo,193,2104
Friday,odpoledne,Fulltext,false,false,kratkaDoba,vice,321,3435
Friday,vecer,NA,false,false,kratkaDoba,malo,110,3556
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,110,2357
Monday,poledne,NA,false,false,kratkaDoba,vice,264,1268
Thursday,poledne,NA,false,false,dlouhaDoba,malo,1192,7802
Monday,poledne,NA,false,false,stredniDoba,malo,498,6713
Monday,odpoledne,Fulltext,false,false,stredniDoba,malo,295,6834
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,4414
Friday,poledne,NA,false,false,delsiDoba,vice,627,3204
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,1495,4777
Wednesday,poledne,Partners,false,false,kratkaDoba,malo,193,2236
Wednesday,odpoledne,NA,true,false,kratkaDoba,malo,161,2368
Saturday,odpoledne,NA,true,false,delsiDoba,vice,1234,3699
Monday,odpoledne,NA,false,false,stredniDoba,vice,531,8902
Thursday,poledne,Fulltext,false,false,delsiDoba,vice,543,5514
Thursday,odpoledne,NA,true,false,stredniDoba,vice,402,5635
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,4425
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,vice,366,4788
Saturday,rano,Partners,true,false,dlouhaDoba,malo,881,3578
Wednesday,odpoledne,Partners,false,false,delsiDoba,vice,861,2379
Monday,odpoledne,OwnWebs,false,false,dlouhaDoba,vice,1542,8913
Monday,poledne,Partners,false,false,kratkaDoba,malo,110,6735
Friday,rano,Fulltext,false,false,kratkaDoba,malo,110,3105
Tuesday,podvecer,NA,false,false,stredniDoba,vice,480,2016
Tuesday,poledne,Fulltext,false,false,dlouhaDoba,malo,1705,4678
Wednesday,rano,NA,false,false,dlouhaDoba,vice,1888,2137
Friday,odpoledne,NA,false,false,dlouhaDoba,hodne,2394,3468
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,4799
Monday,odpoledne,NA,false,false,dlouhaDoba,hodne,4944,8803
Monday,odpoledne,NA,false,false,dlouhaDoba,vice,2571,8924
Thursday,poledne,NA,false,false,stredniDoba,vice,740,7835
Tuesday,rano,Fulltext,true,false,kratkaDoba,vice,363,6988
Monday,odpoledne,Catalogue,false,false,stredniDoba,malo,295,4447
Friday,poledne,NA,false,false,kratkaDoba,vice,276,3237
Tuesday,podvecer,NA,false,false,dlouhaDoba,vice,1795,2027
Wednesday,poledne,NA,false,false,delsiDoba,malo,350,2269
Wednesday,odpoledne,NA,false,false,dlouhaDoba,vice,1680,7604
Monday,odpoledne,NA,false,false,stredniDoba,vice,444,8935
Wednesday,podvecer,NA,false,false,kratkaDoba,malo,172,7725
Thursday,poledne,Fulltext,true,false,kratkaDoba,malo,256,7846
Wednesday,odpoledne,NA,false,false,stredniDoba,vice,617,5305
Thursday,podvecer,NA,false,false,kratkaDoba,malo,110,7967
Thursday,rano,NA,false,false,kratkaDoba,malo,110,5426
Monday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,6757
Thursday,podvecer,Fulltext,false,false,dlouhaDoba,vice,5943,3006
Monday,odpoledne,Catalogue,false,false,delsiDoba,vice,822,4337
Monday,podvecer,Fulltext,false,false,dlouhaDoba,vice,1818,4458
Friday,rano,Catalogue,false,false,kratkaDoba,vice,243,5789
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,2003,8946
Monday,odpoledne,NA,false,false,delsiDoba,vice,1050,4348
Wednesday,odpoledne,NA,false,false,delsiDoba,malo,546,9925
Sunday,podvecer,NA,false,false,dlouhaDoba,hodne,13544,6416
Monday,rano,Fulltext,false,false,stredniDoba,malo,223,6537
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,110,5327
Thursday,vecer,Partners,false,false,dlouhaDoba,hodne,3779,7989
Thursday,rano,NA,false,false,kratkaDoba,vice,264,5448
Monday,odpoledne,NA,false,false,dlouhaDoba,malo,1849,6779
Saturday,poledne,OwnWebs,false,false,dlouhaDoba,malo,1562,10909
Monday,rano,NA,false,false,dlouhaDoba,vice,1873,8605
Wednesday,odpoledne,Catalogue,false,false,dlouhaDoba,vice,1658,9936
Monday,poledne,Fulltext,true,false,kratkaDoba,malo,161,8726
Wednesday,poledne,NA,false,false,kratkaDoba,malo,110,7516
Monday,odpoledne,Catalogue,false,false,stredniDoba,vice,366,8847
Wednesday,odpoledne,Catalogue,false,false,delsiDoba,malo,528,7637
Monday,odpoledne,NA,false,false,delsiDoba,malo,629,8968
Wednesday,vecer,Fulltext,false,false,dlouhaDoba,vice,4800,7758
Monday,rano,Fulltext,false,false,kratkaDoba,malo,110,6548
Thursday,poledne,NA,false,false,kratkaDoba,malo,110,7879
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,110,5338
Thursday,poledne,Partners,false,false,dlouhaDoba,hodne,8879,5459
Monday,poledne,Other,false,false,dlouhaDoba,vice,2066,4249
Thursday,podvecer,Partners,false,false,stredniDoba,malo,295,3039
Wednesday,poledne,NA,false,false,dlouhaDoba,vice,1474,9826
Monday,rano,Fulltext,false,false,stredniDoba,malo,170,8616
Wednesday,poledne,NA,false,false,dlouhaDoba,vice,2047,5107
Sunday,podvecer,NA,false,false,dlouhaDoba,vice,1335,4018
Wednesday,rano,NA,false,false,stredniDoba,malo,223,9716
Monday,rano,Fulltext,false,false,stredniDoba,vice,327,8627
Sunday,podvecer,Fulltext,false,false,stredniDoba,vice,357,4029
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,9969
Tuesday,vecer,Catalogue,false,false,kratkaDoba,malo,193,5008
Sunday,odpoledne,Other,false,false,dlouhaDoba,hodne,6509,8407
Friday,vecer,Fulltext,false,false,kratkaDoba,malo,110,6108
Tuesday,odpoledne,NA,false,false,kratkaDoba,malo,110,9507
Sunday,odpoledne,NA,true,false,stredniDoba,malo,221,8418
Tuesday,vecer,Catalogue,false,false,stredniDoba,malo,325,9639
Sunday,odpoledne,NA,false,false,dlouhaDoba,hodne,5263,8429
Tuesday,odpoledne,NA,false,true,stredniDoba,malo,170,9419
Saturday,odpoledne,NA,false,false,delsiDoba,malo,546,8209
Friday,podvecer,Catalogue,false,false,kratkaDoba,vice,276,15090
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,295,1950
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,161,16190
Thursday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,2663,2940
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,vice,3503,1972
Thursday,odpoledne,Partners,false,false,stredniDoba,malo,283,2951
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,396,1862
Tuesday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,110,1983
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,2608,17070
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,vice,366,17191
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,3603,1752
Tuesday,odpoledne,NA,false,false,dlouhaDoba,hodne,4114,1873
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,vice,735,1994
Tuesday,poledne,Fulltext,false,false,dlouhaDoba,malo,1311,17081
Sunday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,3941
Monday,odpoledne,NA,false,false,kratkaDoba,malo,110,1521
Thursday,odpoledne,NA,false,false,dlouhaDoba,vice,2496,2852
Tuesday,rano,Partners,true,false,dlouhaDoba,vice,1802,1642
Tuesday,poledne,OwnWebs,false,false,kratkaDoba,malo,110,1763
Tuesday,poledne,Fulltext,false,false,stredniDoba,malo,223,17092
Wednesday,odpoledne,OwnWebs,false,false,delsiDoba,hodne,1696,2500
Sunday,poledne,NA,false,false,kratkaDoba,malo,193,3831
Wednesday,vecer,OwnWebs,false,false,dlouhaDoba,vice,2193,2621
Sunday,odpoledne,NA,false,false,kratkaDoba,malo,193,3952
Monday,odpoledne,NA,false,false,delsiDoba,vice,1088,1411
Thursday,poledne,NA,false,false,stredniDoba,vice,429,2742
Monday,podvecer,Fulltext,false,false,delsiDoba,malo,523,1532
Thursday,odpoledne,NA,false,false,delsiDoba,vice,1316,2984
Wednesday,podvecer,NA,false,false,delsiDoba,vice,849,2511
Sunday,poledne,NA,false,false,delsiDoba,hodne,1936,3842
Thursday,poledne,Catalogue,false,false,dlouhaDoba,vice,1820,2753
Tuesday,poledne,NA,false,false,kratkaDoba,malo,193,1785
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,232,4810
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,193,2401
Monday,podvecer,NA,false,false,stredniDoba,vice,606,1554
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,2885
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,193,1796
Tuesday,poledne,NA,true,false,stredniDoba,malo,283,4700
Tuesday,odpoledne,NA,false,false,delsiDoba,vice,793,4821
Monday,poledne,NA,false,false,dlouhaDoba,hodne,3581,1323
Monday,odpoledne,NA,false,false,stredniDoba,vice,432,1444
Thursday,poledne,NA,false,false,kratkaDoba,vice,276,2775
Monday,podvecer,Fulltext,false,false,dlouhaDoba,malo,1455,1565
Thursday,odpoledne,NA,false,false,dlouhaDoba,hodne,2551,2896
Friday,poledne,NA,false,false,stredniDoba,vice,507,5921
Tuesday,poledne,Catalogue,false,false,delsiDoba,malo,701,4711
Friday,podvecer,NA,false,false,kratkaDoba,malo,235,3501
Wednesday,poledne,Fulltext,false,false,dlouhaDoba,hodne,2041,2303
Wednesday,odpoledne,NA,false,false,dlouhaDoba,vice,3058,2424
Monday,poledne,NA,false,false,delsiDoba,vice,633,1335
Thursday,rano,Partners,false,false,delsiDoba,vice,906,2666
Sunday,podvecer,NA,false,false,kratkaDoba,malo,110,3997
Tuesday,rano,NA,false,false,stredniDoba,malo,223,4602
